Data,Label
100 টা স্ম্রাট মিলে একটা পাবলো হয়তে পারবে না,0
"বাংলাদেশে যত আকাম-কুকাম সব যায়গায় পুলিশের হাত , পুলিশ হল আসল লাইসেন্স করা সন্ত্রাসী ",2
"না না ভাইয়া । প্রথম এপিসোডেই আমি বল্যে দিয়েছিলাম , ট্যাক্স আমরা ঢাকা থেকেই দিয়ে দিয়েছিলাম ",0
"টাইটেল এমন কেন , লেখেন একরকম নিউজে বলেন আরেক রকম ",0
"ভাই , সিট বেল্ট ইউজ করবেন ",0
"ভাই এটা কি প্লেট , না কি ব্লেড ",0
গরু খেকো মুসলমান । জয় শ্রী রাম,0
ভাইয়া এবং ভাবী তোমাদের খাবার দেখে আমাদের মন মানছে না,1
* জয় বাংলা বাংলার জয় । আর হে যমুনা টিভিকে ধন্যবাদ সত্যটা তুলে ধরার জন্য *,1
এক মাস সেহেরী খাইয়া রোজা রাখা সোজা,1
বাঘের বাচ্চা নুর । দেশের সাধারণ জনগণ আরেকবার যুদ্ধ চায় যেটা হবে কুত্তালীগের বিরুদ্ধে । আর পরেরটা হবে রেন্ডিদের সাথে,0
দোয়া করি রানা তোমার মনের আসা পূরন হোক আর ভাই আপনাকে অনেক অনেক ধন্যবাদ,1
"জাজ গুলাকে কুত্তা দিয়া চুদানো হোক । তাও সাধারণ কুত্তা না , লোম উঠে যাওয়া ঘাউ ওয়ালা কুত্তা ",2
নিজের দেশের নাম । বলতে লজ্জা লাগে হত্যা খুন খারাপি দিন দিন বারতে আছে,2
"হাজীর বিরানী এখন বাজে হয়ে গেছে , ওরা এখন ভাবে থাকে কাস্টমারদের সাথে বাজে ব্যবহার করে , এবং প্রায় সময় সালাদ থাকে না ",2
বাংলাদেশের রাজননিতি মানেই টাকা,2
কালামারি খেয়েই 1200 টাকা উসুল করে ফেলতাম,0
"আমার দেখা বাংলাদেশের সেরা চ্যানেল যমুনা টিভি অনেক প্রতিকূলতার মাঝেও তারা প্রতিজ্ঞাবদ্ধ সত্য তুলে দেওয়ার জন্য , অন্তরের অন্তস্থল থেকে জানাই মোবারকবাদ ",1
